T1,T2,T1C,T2C,Count
person_alias,pft_acct_reltn,person_id,parent_entity_id,3
person_alias,tracking_prearrival,person_id,attached_person_id,3
person_code_value_r,person,person_id,person_id,3
person_info,long_text,long_text_id,long_text_id,3
person_org_reltn,encounter,person_id,person_id,3
person_person_reltn,person_plan_reltn,related_person_id,person_id,3
person_plan_profile,person_alias,person_id,person_id,3
person_plan_profile_r_hist,person_plan_profile_reltn,person_plan_profile_reltn_id,person_plan_profile_reltn_id,3
person_plan_reltn,orders,person_id,person_id,3
person_plan_reltn,person_plan_profile_r_hist,person_plan_reltn_id,person_plan_reltn_id,3
person_plan_reltn,sch_appt,person_id,person_id,3
pft_collection_agency,org_type_reltn,organization_id,organization_id,3
pft_collection_agency,organization,organization_id,organization_id,3
pft_encntr,bill_reltn,pft_encntr_id,parent_entity_id,3
pft_encntr,pft_combine_log,pft_encntr_id,from_xxx_id,3
pft_prsnl_group,be_prsnl_group_r,pft_prsnl_group_id,pft_prsnl_group_id,3
pft_prsnl_group_r,pft_prsnl_group,pft_prsnl_group_id,pft_prsnl_group_id,3
pft_queue_item,bill_rec,corsp_activity_id,corsp_activity_id,3
pft_reg_mod,pft_encntr,encntr_id,encntr_id,3
pft_trans_alias,batch_trans_file,pft_trans_alias_id,trans_alias_id,3
pft_trans_reltn,account,parent_entity_id,acct_id,3
pft_trans_reltn,pft_trans_reltn,activity_id,activity_id,3
pha_prod_disp_obs_st,person,person_id,person_id,3
phone,person_plan_reltn,parent_entity_id,person_id,3
phone,person_plan_reltn,parent_entity_id,person_plan_reltn_id,3
pm_transaction,person_plan_reltn,n_person_id,person_id,3
pm_user_defined,encounter,parent_entity_id,encntr_id,3
pm_user_defined,person,parent_entity_id,person_id,3
prefdir_context,prefdir_entrydata,entry_id,entry_id,3
price_sched,charge,price_sched_id,price_sched_id,3
printer,output_dest,device_cd,device_cd,3
privilege_exception,privilege,privilege_id,privilege_id,3
processing_task,pathology_case,case_id,case_id,3
prod_dispense_hx,charge_event,dispense_hx_id,ext_m_event_id,3
profile_task_r,assay_resource_list,task_assay_cd,task_assay_cd,3
profile_task_r,code_value_alias,task_assay_cd,code_value,3
profile_task_r,interp_data,task_assay_cd,task_assay_cd,3
prot_master,prot_amendment,prot_master_id,prot_master_id,3
prsnl,act_pw_comp,person_id,updt_id,3
prsnl,allergy,person_id,created_prsnl_id,3
prsnl,ap_trans_stat,person_id,transcriptionist_id,3
prsnl,authorization_profile,person_id,profile_prsnl_id,3
prsnl,ce_event_note,person_id,note_prsnl_id,3
prsnl,charge_event,person_id,updt_id,3
prsnl,critique_prsnl,person_id,critiqued_id,3
prsnl,dcp_patient_list,person_id,owner_prsnl_id,3
prsnl,dcp_section_ref,person_id,updt_id,3
prsnl,encounter,person_id,reg_prsnl_id,3
prsnl,interface_charge,person_id,attending_phys_id,3
prsnl,interface_charge,person_id,ord_phys_id,3
prsnl,order_catalog,person_id,updt_id,3
prsnl,order_notification,person_id,to_prsnl_id,3
prsnl,pathway_customized_plan,person_id,prsnl_id,3
prsnl,perform_result,person_id,perform_personnel_id,3
prsnl,pft_prsnl_group_r,person_id,prsnl_id,3
prsnl,pm_transaction,person_id,updt_id,3
prsnl,preference_card,person_id,updt_id,3
prsnl,problem,person_id,active_status_prsnl_id,3
prsnl,problem,person_id,updt_id,3
prsnl,problem_prsnl_r,person_id,problem_prsnl_id,3
prsnl,prsnl,person_id,updt_id,3
prsnl,prsnl_suspension,person_id,prsnl_id,3
prsnl,remote_device,person_id,updt_id,3
prsnl,sch_appt,person_id,updt_id,3
prsnl,surgical_case,person_id,create_prsnl_id,3
prsnl,tracking_event,person_id,complete_id,3
prsnl,workflow_task_queue,person_id,updt_id,3
prsnl,yrmc_measures,person_id,updt_id,3
prsnl_alias,phone,person_id,parent_entity_id,3
prsnl_alias,sch_event_detail,person_id,oe_field_value,3
prsnl_group,surg_case_procedure,prsnl_group_id,surg_specialty_id,3
prsnl_org_reltn,location,organization_id,organization_id,3
qc_result,control_material,control_id,control_id,3
qc_result,prsnl,perform_personnel_id,person_id,3
rad_omf_mammo_details,rad_omf_mammo,study_id,study_id,3
rad_packet,order_radiology,order_id,order_id,3
rad_report,rad_trans_stats,rad_report_id,rad_report_id,3
rc_f_adjustment,pft_trans_reltn,mill_activity_id,activity_id,3
report_detail_task,prsnl,updt_id,person_id,3
resource_group,sub_section,parent_service_resource_cd,service_resource_cd,3
result,clinical_event,person_id,person_id,3
rx_image,encntr_alias,encntr_id,encntr_id,3
rxs_task_replenish,rxs_task,rxs_task_id,rxs_task_id,3
sa_med_admin_item,sa_medication_admin,sa_medication_admin_id,sa_medication_admin_id,3
sa_medication_admin,sa_medication,sa_medication_id,sa_medication_id,3
sa_ref_medication,sa_medication,sa_ref_medication_id,sa_ref_medication_id,3
scd_story,encntr_domain,encounter_id,encntr_id,3
scd_story,scd_paragraph,scd_story_id,scd_story_id,3
scd_story_pattern,ap_case_synoptic_ws,scd_story_id,scd_story_id,3
scd_term,scd_story_pattern,scd_story_id,scd_story_id,3
sch_apply_list,sch_appt,apply_list_id,apply_list_id,3
sch_appt,prsnl,active_status_prsnl_id,person_id,3
sch_appt,sch_appt,schedule_id,schedule_id,3
sch_appt,sch_event_attach,sch_event_id,sch_event_id,3
sch_appt_type,sch_event,appt_type_cd,appt_type_cd,3
sch_date_comment,prsnl,action_prsnl_id,person_id,3
sch_date_comment,sch_list_res,parent_id,resource_cd,3
sch_event,sch_entry,protocol_parent_id,sch_event_id,3
sch_event,sch_entry,sch_event_id,sch_event_id,3
sch_event_comm,sch_event,sch_event_id,sch_event_id,3
sch_template,long_text_reference,text_id,long_text_id,3
sch_text_link,sch_sub_list,text_link_id,parent_id,3
scr_pattern,ap_case_synoptic_ws,scr_pattern_id,scr_pattern_id,3
scr_term_text,scr_term,scr_term_id,scr_term_id,3
service_resource,perform_result,service_resource_cd,service_resource_cd,3
shx_alpha_response,shx_response,shx_response_id,shx_response_id,3
si_audit,si_audit,msg_ident,refer_to_msg_ident,3
si_document_info,si_document_transaction_log,parent_si_document_info_id,si_document_info_id,3
station,outputctx,output_dest_cd,output_dest_cd,3
storage_item_cell,container,storage_item_cell_id,storage_rack_cell_id,3
surg_case_procedure,order_catalog_synonym,synonym_id,synonym_id,3
surgical_case,clinical_event,encntr_id,encntr_id,3
surgical_case,sch_appt,encntr_id,encntr_id,3
surgical_delay,segment_header,segment_header_id,segment_header_id,3
task_request_r,request,request_number,request_number,3
tl_user_xref,prsnl,person_id,person_id,3
track_reference,tracking_checkin,tracking_group_cd,tracking_group_cd,3
track_reference,tracking_checkin,tracking_ref_id,specialty_id,3
tracking_item,tracking_prearrival,parent_entity_id,tracking_prearrival_id,3
tracking_item,tracking_prv_reln,tracking_id,tracking_id,3
tracking_prearrival,long_text,tracking_prearrival_id,parent_entity_id,3
tracking_prsnl,track_reference,tracking_prsnl_task_id,tracking_ref_id,3
transfusion,product_event,product_event_id,product_event_id,3
um_charge_event_st,mic_task_log,order_id,order_id,3
um_charge_event_st,prsnl,verif_tech_id,person_id,3
v500_event_code,dcp_forms_ref,event_cd,text_rendition_event_cd,3
v500_event_set_code,working_view_item,event_set_name,primitive_event_set_name,3
view_prefs,detail_prefs,position_cd,position_cd,3
workload_code,workload_group,workload_code_id,workload_code_id,3
workload_standard,workload_group,workload_standard_id,workload_standard_id,3
yrmc_measures,cmt_cross_map,concept_cki,concept_cki,3
yrmc_prsnl_pos,prsnl,person_id,person_id,3
accession_order_r,accession,accession_id,accession_id,2
accession_order_r,container_accession,accession,accession,2
accession_order_r,mic_order_lab,order_id,order_id,2
accession_order_r,order_serv_res_container,order_id,order_id,2
account,acct_org_reltn,acct_id,acct_id,2
account,pft_combine_log,acct_id,from_xxx_id,2
acct_org_reltn,organization,organization_id,organization_id,2
act_pw_comp,order_catalog_synonym,ref_prnt_ent_id,synonym_id,2
act_pw_comp,order_proposal_detail,parent_entity_id,order_proposal_id,2
address,fill_print_ord_hx,parent_entity_id,facility_cd,2
address,person_person_reltn,parent_entity_id,related_person_id,2
address,sch_location,parent_entity_id,location_cd,2
allergy,person_alias,person_id,person_id,2
alpha_responses,ce_coded_result,nomenclature_id,nomenclature_id,2
alt_sel_cat,dm_info,alt_sel_category_id,info_domain_id,2
alt_sel_list,alt_sel_list,child_alt_sel_cat_id,alt_sel_category_id,2
alt_sel_list,dm_info,alt_sel_category_id,info_domain_id,2
alt_sel_list,pathway_catalog,pathway_catalog_id,pathway_catalog_id,2
ap_case_query,ap_case_query_details,case_query_id,case_query_id,2
ap_ft_event,pathology_case,case_id,case_id,2
ap_login_order_list,order_serv_res_container,order_id,order_id,2
ap_prefix,prefix_group,group_id,group_id,2
ap_query_result,ap_case_query,case_query_id,case_query_id,2
ap_query_result,pathology_case,accession_nbr,accession_nbr,2
ap_specimen_protocol,ap_processing_grp_r,protocol_id,parent_entity_id,2
ap_trans_stat,case_report,report_id,report_id,2
ap_trans_stat,prsnl,transcriptionist_id,person_id,2
app_prefs,application,application_number,application_number,2
application,application_ini,application_number,application_number,2
application,ccl_report_audit,application_number,application_nbr,2
application,order_action,application_number,order_app_nbr,2
application_access,application,application_number,application_number,2
application_context,eks_dlg_event,applctx,updt_applctx,2
application_context,prsnl,updt_id,person_id,2
application_ini,prsnl,person_id,person_id,2
application_task_r,application,application_number,application_number,2
assay_resource_lot,control_lot,lot_id,lot_id,2
authorization_hist,encounter,encntr_id,encntr_id,2
be_domain,pft_encntr,billing_entity_id,billing_entity_id,2
benefit_order,benefit_order,pft_encntr_id,pft_encntr_id,2
benefit_order,pft_encntr,pft_encntr_id,combined_into_id,2
bill_item,bill_item_modifier,bill_item_id,key1_id,2
bill_item,med_def_flex,ext_parent_reference_id,med_def_flex_id,2
bill_item,orc_resource_list,ext_parent_reference_id,catalog_cd,2
bill_item_modifier,bill_item_modifier,bill_item_id,bill_item_id,2
bill_only_proc_reltn,profile_task_r,entity_id,task_assay_cd,2
bill_only_subsect_reltn,discrete_task_assay,entity_id,task_assay_cd,2
bill_rec,billing_entity,billing_entity_id,billing_entity_id,2
bill_rec,si_batch_event,batch_event_id,batch_event_id,2
blood_bank_comment,long_text,long_text_id,long_text_id,2
blood_bank_comment,person,person_id,person_id,2
bmdi_acquired_results,bmdi_device_parameter,device_parameter_id,device_parameter_id,2
bmdi_acquired_results,sa_anesthesia_record,parent_entity_id,sa_anesthesia_record_id,2
bmdi_device_parameter,strt_bmdi_model_parameter,strt_model_parameter_id,strt_model_parameter_id,2
bo_hp_reltn,batch_trans_file,bo_hp_reltn_id,benefit_order_id,2
br_datamart_category,br_datamart_value,br_datamart_category_id,br_datamart_category_id,2
br_datamart_default,br_datamart_filter,br_datamart_filter_id,br_datamart_filter_id,2
br_long_blob_reltn,bill_rec,corsp_activity_id,corsp_activity_id,2
br_mdro_cat_organism,br_mdro_cat,br_mdro_cat_id,br_mdro_cat_id,2
bt_condition,bt_condition_tree,bt_condition_tree_id,bt_condition_tree_id,2
case_cart,case_cart_pick_list,case_cart_id,case_cart_id,2
case_report,ap_trans_stat,report_id,report_id,2
case_specimen,case_report,case_id,case_id,2
case_times,segment_header,segment_header_id,segment_header_id,2
cdi_ac_formtype,cdi_ac_batchmodule,batchmoduleid,batchmoduleid,2
cdi_ac_module_launch,cdi_ac_batchmodule,modulelaunchid,modulelaunchid,2
cds_batch_content,gl_trans_log,parent_entity_id,gl_trans_log_id,2
ce_blob,ce_event_prsnl,event_id,event_id,2
ce_blob,prsnl,updt_id,person_id,2
ce_blob_result,ce_blob,event_id,event_id,2
ce_coded_result,report_detail_task,event_id,event_id,2
ce_dynamic_label,dynamic_label_template,label_template_id,label_template_id,2
ce_dynamic_label,encntr_domain,person_id,person_id,2
ce_event_note,clinical_event,event_id,parent_event_id,2
ce_event_prsnl,ce_specimen_coll,event_id,event_id,2
ce_event_prsnl,task_activity,person_id,person_id,2
ce_event_prsnl,task_activity_assignment,action_prsnl_id,assign_prsnl_id,2
ce_intake_output_result,clinical_event,reference_event_id,event_id,2
ce_intake_output_result,encntr_domain,person_id,person_id,2
ce_intake_output_result,encounter,encntr_id,encntr_id,2
ce_linked_result,order_radiology,order_id,order_id,2
ce_med_result,order_catalog_synonym,synonym_id,synonym_id,2
ce_prcs_queue,ce_event_action,event_id,event_id,2
ce_specimen_coll,container,container_id,container_id,2
charge,clinical_event,encntr_id,encntr_id,2
charge,clinical_event,order_id,order_id,2
charge_event,bill_item_modifier,bill_item_id,bill_item_id,2
charge_event,clinical_event,encntr_id,encntr_id,2
charge_event,orders,person_id,person_id,2
charge_event_act,charge,charge_event_act_id,charge_event_act_id,2
chart_format,chart_form_sects,chart_format_id,chart_format_id,2
chart_group,chart_form_sects,chart_section_id,chart_section_id,2
chart_request,chart_format,chart_format_id,chart_format_id,2
chart_request,orders,order_id,order_id,2
chart_request,output_dest,output_dest_cd,output_dest_cd,2
chart_request_audit,chart_request,chart_request_id,chart_request_id,2
clinical_event,accession_order_r,accession_nbr,accession,2
clinical_event,application,updt_task,application_number,2
clinical_event,case_report,event_id,event_id,2
clinical_event,ce_microbiology,event_id,event_id,2
clinical_event,ce_prcs_queue,event_id,event_id,2
clinical_event,chart_request,order_id,order_id,2
clinical_event,him_event_allocation,encntr_id,encntr_id,2
clinical_event,him_pv_document,event_id,event_id,2
clinical_event,med_admin_event,order_id,order_id,2
clinical_event,order_review,order_id,order_id,2
clinical_event,person_transplant_candidate,person_id,person_id,2
clinical_event,pha_prod_disp_obs_st,person_id,person_id,2
clinical_event,pregnancy_instance,person_id,person_id,2
clinical_event,product_event,encntr_id,encntr_id,2
clinical_event,rad_ops_exception,event_id,event_id,2
clinical_event,rad_report,order_id,order_id,2
clinical_event,result,person_id,person_id,2
clinical_event,yrmc_measures,event_cd,code_value,2
cmt_concept_reltn,cmt_concept_reltn_load,reltn_identifier,reltn_identifier,2
cmt_cross_map,nomenclature,concept_cki,concept_cki,2
cmt_term_map,nomenclature,cmti,cmti,2
code_value_alias,code_value_outbound,code_value,code_value,2
code_value_extension,order_catalog,code_value,catalog_cd,2
code_value_extension,orders,code_value,catalog_cd,2
code_value_group,encounter,child_code_value,encntr_type_cd,2
code_value_outbound,clinical_event,code_value,catalog_cd,2
code_value_outbound,encounter,code_value,admit_src_cd,2
code_value_outbound,encounter,code_value,disch_disposition_cd,2
code_value_outbound,encounter,code_value,location_cd,2
code_value_outbound,health_plan,code_value,financial_class_cd,2
code_value_outbound,person,code_value,language_cd,2
code_value_outbound,person_code_value_r,code_value,code_value,2
code_value_outbound,profile_task_r,code_value,catalog_cd,2
code_value_set,code_set_interface,code_set,code_set,2
coding_hist,prsnl,coding_prsnl_id,person_id,2
cond_expression_comp,cond_expression,cond_expression_id,cond_expression_id,2
conditional_dta,cond_expression,cond_expression_id,cond_expression_id,2
container,storage_item_cell,storage_rack_cell_id,storage_item_cell_id,2
container_event,ce_specimen_coll,container_id,container_id,2
control_lot,prsnl,updt_id,person_id,2
control_material,control_lot,control_id,control_id,2
cqm_fsieso_que,fsieso_que_details,queue_id,queue_id,2
cqm_fsieso_tr_1,fsieso_que_details,queue_id,queue_id,2
cqm_fsiocc_que,fsieso_que_details,queue_id,queue_id,2
cqm_oeninterface_tr_1,cqm_listener_config,listener_id,listener_id,2
cr_report_request,cr_report_template,template_id,template_id,2
cr_report_section,cr_template_snapshot,report_section_id,section_id,2
cr_report_template,cr_template_snapshot,template_id,template_id,2
critique_code_assignments,critique_prsnl,critique_prsnl_id,critique_prsnl_id,2
cs_component,long_text,long_text_id,long_text_id,2
csm_q_org_xref,csm_queue_pers_xref,csm_queue_id,csm_queue_id,2
csm_req_ref_cd_xref,accession_order_r,parent_entity_id,order_id,2
csm_req_ref_cd_xref,perform_result,parent_entity_id,perform_result_id,2
csm_requests,csm_ad_hocs,csm_req_id,csm_req_id,2
csm_requests,prsnl,updt_id,person_id,2
cust_ec_encntr_metrics,cust_ec_clinnotes_metrics,encntr_id,encntr_id,2
cust_fellows_alert2,prsnl,personid,person_id,2
cv_step,cv_proc,cv_proc_id,cv_proc_id,2
cyto_screening_event,prsnl,screener_id,person_id,2
daily_acct_bal,pft_trans_reltn,acct_id,parent_entity_id,2
data_map,profile_task_r,task_assay_cd,task_assay_cd,2
dcp_care_team_prsnl,prsnl,prsnl_id,person_id,2
dcp_flex_printer,dcp_flex_rtg,dcp_flex_rtg_id,dcp_flex_rtg_id,2
dcp_flex_printer,dcp_output_route,dcp_output_route_id,dcp_output_route_id,2
dcp_flex_rtg,dcp_flex_printer,dcp_output_route_id,dcp_output_route_id,2
dcp_forms_activity,cust_ec_encntr_metrics,encntr_id,encntr_id,2
dcp_forms_activity,encntr_loc_hist,encntr_id,encntr_id,2
dcp_forms_activity,tracking_item,encntr_id,encntr_id,2
dcp_forms_activity_comp,clinical_event,parent_entity_id,parent_event_id,2
dcp_input_ref,dcp_section_ref,dcp_section_ref_id,dcp_section_ref_id,2
dcp_output_route,order_catalog,dcp_output_route_id,consent_form_routing_cd,2
dcp_pl_priority,dcp_pl,pl_id,pl_id,2
dcp_shift_assignment,dcp_care_team,careteam_id,careteam_id,2
dcp_shift_assignment,prsnl,prsnl_id,person_id,2
detail_prefs,prsnl,prsnl_id,person_id,2
device_output_reltn,device_xref,device_cd,device_cd,2
device_output_reltn_r,device_output_reltn,device_output_reltn_id,device_output_reltn_id,2
di_client_config,bmdi_monitored_device,service_resource_cd,device_cd,2
diagnosis,diagnosis_action,diagnosis_id,diagnosis_id,2
diagnosis,pat_ed_document,encntr_id,encntr_id,2
diagnosis,scd_term_data,diagnosis_id,fkey_id,2
diagnosis,sch_appt,encntr_id,encntr_id,2
diagnosis_action,prsnl,prsnl_id,person_id,2
discrete_task_assay,assay_resource_list,task_assay_cd,task_assay_cd,2
discrete_task_assay,bill_only_proc_reltn,task_assay_cd,entity_id,2
discrete_task_assay,discrete_task_assay,task_assay_cd,task_assay_cd,2
dispense_hx,dispense_hx,order_id,order_id,2
dispense_hx,order_ingredient,order_id,order_id,2
drc_premise,dose_range_check,dose_range_check_id,dose_range_check_id,2
drg,cds_batch_content_hist,encntr_id,parent_entity_id,2
dta_offset_min,discrete_task_assay,task_assay_cd,task_assay_cd,2
eem_notification_detail,eem_transaction,interchange_id,interchange_id,2
eem_rx_elig_detail,eem_rx_med_hist_detail,eem_rx_elig_detail_id,eem_rx_elig_detail_id,2
eem_rx_med_hist_detail,eem_transaction,interchange_id,interchange_id,2
eks_dlg_event,encntr_alias,encntr_id,encntr_id,2
eks_dlg_event,prsnl,updt_id,person_id,2
eks_module_audit_det,orders,encntr_id,encntr_id,2
eks_module_audit_temp,eks_templateparam,template_name,template_name,2
eks_notifications,eks_notify_persn_r,notification_id,notification_id,2
eks_notify_persn_r,eks_notifications,notification_id,notification_id,2
eks_notify_persn_r,eks_notify_dest,person_id,person_id,2
eks_notify_persn_r,prsnl,person_id,person_id,2
email_info,task_activity_assignment,email_info_id,assign_email_info_id,2
encntr_accident,encounter,encntr_id,encntr_id,2
encntr_accident,surgical_case,encntr_id,encntr_id,2
encntr_alias,chart_request,encntr_id,encntr_id,2
encntr_alias,drg,encntr_id,encntr_id,2
encntr_alias,eks_dlg_event,encntr_id,encntr_id,2
encntr_alias,encntr_alias,alias,alias,2
encntr_alias,esi_log,encntr_id,encntr_id,2
encntr_alias,person_aborh_result,encntr_id,encntr_id,2
encntr_alias,person_alias,alias,alias,2
encntr_alias,prsnl,active_status_prsnl_id,person_id,2
encntr_benefit_sch_r,encntr_benefit_r,encntr_benefit_r_id,encntr_benefit_r_id,2
encntr_combine,encntr_combine_det,encntr_combine_id,encntr_combine_id,2
encntr_combine,prsnl,active_status_prsnl_id,person_id,2
encntr_combine_det,encntr_combine,encntr_combine_id,encntr_combine_id,2
encntr_condition_code,encounter,encntr_id,encntr_id,2
encntr_domain,pathway,encntr_id,encntr_id,2
encntr_domain,pm_transaction,encntr_id,n_encntr_id,2
encntr_encntr_reltn,encounter,encntr_id,encntr_id,2
encntr_loc_hist,ce_intake_output_result,encntr_id,encntr_id,2
encntr_loc_hist,cust_ec_erx,encntr_id,encntr_id,2
encntr_loc_hist,encntr_loc_hist,loc_room_cd,loc_room_cd,2
encntr_loc_hist,encntr_prsnl_reltn,encntr_id,encntr_id,2
encntr_loc_hist,product_event,encntr_id,encntr_id,2
encntr_person_reltn,encntr_alias,encntr_id,encntr_id,2
encntr_person_reltn,encntr_domain,encntr_id,encntr_id,2
encntr_plan_reltn,organization,organization_id,organization_id,2
encntr_plan_reltn,person,person_id,person_id,2
encntr_plan_reltn,phone,encntr_plan_reltn_id,parent_entity_id,2
encntr_prsnl_reltn,cds_batch_content_hist,encntr_id,parent_entity_id,2
encntr_prsnl_reltn,prsnl,updt_id,person_id,2
encntr_prsnl_reltn,sch_event_patient,encntr_id,encntr_id,2
encntr_prsnl_reltn,surgical_case,encntr_id,encntr_id,2
encounter,device_xref,loc_nurse_unit_cd,parent_entity_id,2
encounter,device_xref,organization_id,parent_entity_id,2
encounter,eem_abn_check,encntr_id,encntr_id,2
encounter,eem_notification_detail,encntr_id,encntr_id,2
encounter,eem_rx_elig_detail,encntr_id,encntr_id,2
encounter,encounter,encntr_id,encntr_id,2
encounter,lh_d_person,person_id,person_id,2
encounter,location,loc_nurse_unit_cd,location_cd,2
encounter,mic_ic_orders,person_id,person_id,2
encounter,omf_location_hist_st,encntr_id,encntr_id,2
encounter,pathology_case,encntr_id,encntr_id,2
encounter,person_aborh_result,encntr_id,encntr_id,2
encounter,person_prsnl_activity,person_id,person_id,2
encounter,person_prsnl_reltn,person_id,person_id,2
encounter,pm_transaction,encntr_id,o_encntr_id,2
encounter,pw_processing_action,encntr_id,encntr_id,2
encounter,shared_list_gttd,encntr_id,source_entity_id,2
eso_routine,eso_trig_routine_r,routine_id,routine_id,2
eso_trig_routine_r,eso_trigger,trigger_id,trigger_id,2
exam_data,interface_charge,encntr_id,encntr_id,2
exam_data,interface_charge,person_id,person_id,2
exam_data,order_radiology,complete_dt_tm,complete_dt_tm,2
exam_data,person,person_id,person_id,2
exam_folder,order_catalog_synonym,catalog_cd,catalog_cd,2
exam_room_lib_grp_reltn,service_resource,service_resource_cd,service_resource_cd,2
expedite_params,output_dest,output_dest_cd,output_dest_cd,2
expedite_params_r,expedite_trigger,expedite_trigger_id,expedite_trigger_id,2
explorer_menu,explorer_menu,menu_id,menu_parent_id,2
explorer_menu,explorer_menu,menu_parent_id,menu_id,2
fill_print_ord_hx,address,person_id,parent_entity_id,2
fill_print_ord_hx,med_identifier,item_id,item_id,2
fill_print_ord_hx,order_action,order_id,order_id,2
fill_print_ord_hx,order_detail,order_id,order_id,2
film_exam,exam_data,seq_exam_id,seq_exam_id,2
folder,image_class,seq_object_id,seq_object_id,2
gl_alias_field_reltn,gl_alias,gl_alias_id,gl_alias_id,2
gl_field_master,gl_alias_field_reltn,gl_field_master_id,gl_field_master_id,2
gl_trans_log,pft_trans_reltn,activity_id,activity_id,2
gl_trans_log,trans_log,activity_id,activity_id,2
handheld_detail,container,container_id,container_id,2
handheld_detail,prsnl,collection_prsnl_id,person_id,2
handheld_upload,handheld_detail,handheld_upload_id,handheld_upload_id,2
handheld_upload,handheld_session,handheld_session_id,handheld_session_id,2
health_plan,batch_trans_file,health_plan_id,health_plan_id,2
health_plan,gl_alias_field_result,health_plan_id,gl_field_value,2
health_plan_alias,bo_hp_reltn,health_plan_id,health_plan_id,2
him_alloc_storage,him_pv_document,event_id,event_id,2
him_event_allocation,him_alloc_storage,event_id,event_id,2
him_pv_chart,prsnl_alias,admitting_person_id,person_id,2
him_pv_document,him_pv_physician,encntr_id,encntr_id,2
him_pv_document,task_activity,encntr_id,encntr_id,2
hla_dta_event_mapping,discrete_task_assay,dta_cd,task_assay_cd,2
hm_expect_sat,hm_expect,expect_id,expect_id,2
hm_expect_sched,hm_expect_series,expect_sched_id,expect_sched_id,2
hm_expect_series,hm_expect,expect_series_id,expect_series_id,2
hm_recommendation,person,person_id,person_id,2
hm_recommendation_action,long_text,long_text_id,long_text_id,2
hold_rule,organization,organization_id,organization_id,2
ib_rx_req_person_demog,task_activity,ib_rx_req_person_demog_id,ib_rx_req_person_demog_id,2
identifier,object_identifier_index,identifier_id,identifier_id,2
input_form_definition,segment_reference,input_form_cd,input_form_cd,2
interface_charge,charge_mod,charge_item_id,charge_item_id,2
interface_charge,clinical_event,encntr_id,encntr_id,2
interface_charge,encounter,person_id,person_id,2
interface_charge,orders,encntr_id,encntr_id,2
interface_charge,person,updt_id,person_id,2
interface_charge,prsnl,referring_phys_id,person_id,2
interp_task_assay,interp_result,interp_id,interp_id,2
item_definition,object_identifier,item_id,object_id,2
item_definition,stored_at,item_id,item_id,2
item_location_cost,package_type,package_type_id,package_type_id,2
item_location_cost,stored_at,item_id,item_id,2
lh_amb_qual_encntr_2018,lh_d_query,d_query_id,d_query_id,2
lh_d_ep_mips,lh_mu_fx_2_ep_reltn,br_eligible_provider_id,br_eligible_provider_id,2
lh_d_person,lh_amb_qual_encntr_2018,person_id,person_id,2
lh_d_query,lh_amb_event_data_2018,d_query_id,d_query_id,2
line_item_quantity,line_item,parent_entity_id,line_item_id,2
location,eem_abn_check,location_cd,location_cd,2
location,encntr_loc_hist,location_cd,loc_facility_cd,2
location,org_barcode_format,organization_id,organization_id,2
location,sch_appt_loc,location_cd,location_cd,2
location,task_activity,location_cd,location_cd,2
location_group,sch_appt,child_loc_cd,appt_location_cd,2
location_group,track_group,child_loc_cd,parent_value,2
location_inv_info,prsnl_org_reltn,organization_id,organization_id,2
locked_object,dba_objects,object_id,object_id,2
long_blob,ref_text,long_blob_id,text_entity_id,2
long_text,eks_dlg_event,long_text_id,alert_long_text_id,2
long_text,pc_ref_form_note,long_text_id,long_text_id,2
long_text,pm_user_defined,long_text_id,value_long_text_ref_id,2
long_text,wp_template_text,long_text_id,long_text_id,2
long_text_reference,pm_flx_conversation,long_text_id,options_long_text_ref_id,2
long_text_reference,rx_therap_sbsttn,long_text_id,comment_long_text_id,2
long_text_reference,rx_therap_sbsttn_from,long_text_id,comment_long_text_id,2
mammo_letter,mammo_study,letter_id,letter_id,2
mammo_study,rad_exam,order_id,order_id,2
med_admin_event,ce_med_result,event_id,event_id,2
med_def_flex,item_definition,item_id,item_id,2
med_dispense,med_def_flex,item_id,item_id,2
med_dispense,prod_dispense_hx,item_id,item_id,2
med_identifier,med_dispense,item_id,item_id,2
med_identifier,mlld_ndc_core_description,value,ndc_formatted,2
med_identifier,mltm_ndc_core_description,value_key,ndc_code,2
med_identifier,object_identifier_index,item_id,object_id,2
med_identifier,pha_product,item_id,item_id,2
med_ingred_set,order_catalog_item_r,child_item_id,item_id,2
med_product,prod_dispense_hx,manf_item_id,manf_item_id,2
medication_definition,package_type,item_id,item_id,2
messaging_audit,order_detail,order_id,order_id,2
messaging_audit,prsnl,ordering_phys_id,person_id,2
messaging_favorites,ft_prsnl_demog,parent_entity_id,ft_prsnl_demog_id,2
mic_ang_automated,accession_order_r,order_id,order_id,2
mic_ang_automated,mic_media_activity,order_id,order_id,2
mic_ar_order,mic_ar_task,order_id,order_id,2
mic_ar_order,orders,order_id,order_id,2
mic_ar_order,orders,person_id,person_id,2
mic_ar_susceptibility,mic_ar_log_susceptibility,task_id,task_id,2
mic_ar_task,mic_ar_susceptibility,task_id,task_id,2
mic_ic_orders,encounter,encntr_id,encntr_id,2
mic_ic_orders,orders,order_id,order_id,2
mic_ic_orders,person,person_id,person_id,2
mic_order_lab,charge,order_id,order_id,2
mic_order_lab,clinical_event,order_id,order_id,2
mic_order_lab,mic_temp_seq,order_id,order_id,2
mic_order_lab,order_serv_res_container,order_id,order_id,2
mic_report_response,prsnl,updt_id,person_id,2
